"time","chain1/permissions.db","chain1/wallet/txs.db","chain1/wallet","chain1/blocks/index","chain1/blocks","chain1/database","chain1/entities.db","chain1/chunks/chunks.db","chain1/chunks/data/stream-95a0451e3abf6eeacc209575ef3943c7","chain1/chunks/data/stream-179e1a20410cfce1ebbb071c9b6379ed","chain1/chunks/data/stream-28cad8bdef17a3852fe39ec50bf2c006","chain1/chunks/data/stream-58cb719ec3ff4ed838e3bdd6b6ff4471","chain1/chunks/data/source","chain1/chunks/data","chain1/chunks/collect.db","chain1/chunks","chain1/chainstate","chain1"
"665.2182383537292","28.0","168.0","324.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36548.0"
"670.0551915168762","28.0","176.0","328.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36552.0"
"675.3641912937163","28.0","176.0","336.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36560.0"
"680.2918412685393","28.0","176.0","336.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36560.0"
"685.1043531894684","28.0","180.0","336.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36560.0"
"690.407411813736","28.0","180.0","340.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36568.0"
"695.2343192100525","28.0","180.0","340.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36568.0"
"700.0108597278595","28.0","180.0","340.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36568.0"
"705.4033958911896","28.0","180.0","340.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36568.0"
"710.2886407375336","28.0","180.0","340.0","32.0","17444.0","36.0","20.0","40.0","6152.0","4.0","6148.0","6152.0","4.0","18464.0","68.0","18608.0","24.0","36568.0"
